id,year,rank,average,bayes_average,users_rated,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,owned,trading,wanting,wishing
17133,2005,149,7.69,7.383,11352,2005,2,6,120,120,120,10,12231,321,685,3098
1219,1986,1665,6.41,6.235,11328,1986,2,4,20,20,20,8,21724,567,61,660
2921,1960,21823,4.31,4.313,11324,1960,2,6,60,60,60,8,18129,290,28,223
269385,2019,91,8.01,7.55,11221,2019,1,5,120,60,120,14,19959,171,694,6051
31594,2007,333,7.33,7.084,11189,2007,2,5,100,75,100,12,10077,248,444,1908
128621,2013,214,7.56,7.265,11181,2013,2,6,90,90,90,13,9537,98,503,3089
242302,2018,194,7.6,7.302,11160,2018,2,5,60,60,60,14,17227,151,731,3902
266810,2019,67,8.03,7.655,11140,2019,1,4,120,90,120,12,19529,160,648,4493
42215,2009,523,7.11,6.885,11136,2009,2,4,60,60,60,10,12680,217,748,3079
1111,1989,2017,6.29,6.128,11133,1989,4,10,20,20,20,12,19462,352,18,302
281259,2019,96,7.92,7.529,11116,2019,1,4,90,60,90,8,20104,124,720,5203
125153,2015,57,8.06,7.688,11116,2015,1,4,150,60,150,13,15464,156,1235,5578
9216,2004,203,7.58,7.286,11083,2004,2,4,90,90,90,12,11021,273,827,2723
138161,2013,377,7.39,7.041,10949,2013,1,4,240,120,240,13,20155,386,352,2392
221965,2017,447,7.2,6.955,10879,2017,2,2,30,30,30,10,22328,345,323,2958
206718,2017,258,7.48,7.19,10875,2017,2,6,60,45,60,14,13555,229,578,3027
233371,2017,105,7.85,7.492,10760,2017,2,4,90,45,90,12,16045,193,698,3378
203993,2016,95,7.88,7.529,10745,2016,2,4,120,60,120,12,13555,151,635,2883
136888,2013,286,7.42,7.149,10698,2013,2,4,60,60,60,10,11377,164,926,3251
276025,2019,40,8.2,7.794,10683,2019,1,4,120,30,120,12,16328,160,938,5678
90137,2011,328,7.38,7.09,10642,2011,2,4,120,60,120,14,14017,405,247,1395
131260,2012,816,6.87,6.665,10637,2012,2,5,15,15,15,8,19668,212,66,661
93260,2011,261,7.5,7.188,10569,2011,2,4,60,30,60,9,13074,538,390,2341
98,1981,1501,6.56,6.291,10497,1981,2,5,180,180,180,12,14899,613,57,377
183840,2015,662,7,6.766,10431,2015,2,4,30,30,30,10,19581,403,234,1336
220877,2017,143,7.72,7.392,10422,2017,2,4,75,45,75,12,13535,118,684,3016
25821,2001,1105,6.72,6.484,10376,2001,8,18,30,30,30,10,17615,337,47,590
6472,2003,515,7.2,6.893,10271,2003,3,5,180,180,180,12,9912,595,186,1110
53953,2009,751,6.93,6.699,10258,2009,1,5,60,60,60,12,10795,639,198,1435
256226,2018,341,7.38,7.077,10250,2018,2,4,45,30,45,8,15947,180,382,2602
39683,2009,321,7.38,7.096,10238,2009,1,4,120,60,120,10,13397,332,703,2848
160851,2015,806,6.9,6.671,10188,2015,2,4,30,30,30,8,17225,366,285,1913
220,1995,544,7.1,6.859,10155,1995,3,5,30,15,30,10,14388,294,334,1789
97786,2011,445,7.26,6.956,10149,2011,2,5,90,30,90,8,16983,343,378,2011
9609,2004,139,7.77,7.406,10148,2004,2,4,120,120,120,12,13025,405,420,2104
70149,2011,152,7.7,7.376,10132,2011,1,4,180,60,180,13,12884,229,984,3596
257501,2018,513,7.22,6.895,10123,2018,2,2,45,15,45,14,15377,422,89,1211
150,1995,407,7.27,6.999,10023,1995,2,8,30,30,30,6,10710,168,970,3229
168435,2015,646,7.02,6.778,10011,2015,1,7,25,25,25,14,12554,389,327,2403
287954,2019,137,7.78,7.409,9973,2019,2,4,45,30,45,8,17198,103,541,3024
22545,2007,242,7.53,7.21,9968,2007,2,5,120,90,120,10,8321,257,413,2224
19237,2005,1248,6.57,6.4,9899,2005,4,6,30,30,30,10,8952,354,231,1265
133848,2013,446,7.24,6.956,9877,2013,2,6,60,60,60,13,13252,322,555,2697
68425,2011,630,7.02,6.787,9867,2011,2,4,45,45,45,10,12998,673,306,1996
194607,2016,415,7.28,6.991,9857,2016,2,4,45,45,45,14,14584,339,307,2353
11971,2004,1007,6.75,6.538,9856,2004,2,6,20,20,20,8,16098,200,198,1329
188920,2017,159,7.81,7.361,9852,2017,1,6,120,45,120,18,18502,268,643,5156
271324,2019,129,7.82,7.431,9844,2019,1,5,60,30,60,14,14471,110,565,3775
117959,2012,530,7.13,6.878,9833,2012,2,5,30,30,30,8,12274,141,325,1199
196340,2016,108,7.85,7.485,9830,2016,2,4,90,90,90,14,13047,185,666,2754
150658,2014,400,7.29,7.008,9818,2014,2,5,30,30,30,8,15402,305,404,2471
27833,2009,217,7.58,7.264,9760,2009,3,5,90,90,90,10,10662,391,409,2198
1115,1810,1086,6.72,6.494,9742,1810,2,10,60,60,60,12,8540,45,7,85
203420,2016,263,7.5,7.186,9729,2016,1,6,120,60,120,12,13912,209,122,1143
245638,2018,180,7.67,7.329,9682,2018,2,4,90,60,90,14,12984,230,615,3329
215311,2017,371,7.34,7.046,9656,2017,2,6,40,20,40,10,12957,172,505,2777
143693,2013,285,7.45,7.149,9649,2013,1,4,80,20,80,13,12076,183,861,3389
139030,2013,1232,6.6,6.405,9636,2013,2,13,30,30,30,10,15081,449,164,1522
282524,2019,156,7.78,7.369,9630,2019,1,5,60,60,60,10,20294,227,460,4069
91312,2011,495,7.24,6.916,9597,2011,2,4,60,60,60,11,11403,138,497,2295
73761,2010,627,7.04,6.788,9588,2010,1,5,60,60,60,8,10217,249,575,2323
155068,2014,210,7.68,7.27,9583,2014,2,4,60,60,60,13,15066,318,560,3804
176920,2015,302,7.44,7.131,9582,2015,2,6,90,45,90,14,12525,221,604,3373
141572,2014,497,7.18,6.915,9556,2014,2,5,45,45,45,8,14783,388,602,3304
15818,2005,1284,6.57,6.382,9498,2005,2,7,20,20,20,8,14669,168,158,611
40398,2008,2192,6.29,6.081,9459,2008,2,5,15,15,15,8,18709,405,26,260
146886,2014,187,7.65,7.314,9458,2014,1,4,120,90,120,12,11805,306,597,2553
251247,2019,44,8.22,7.775,9444,2019,1,4,120,60,120,14,13016,69,781,4676
4098,2002,126,7.8,7.438,9439,2002,1,6,120,120,120,13,10452,227,536,2458
183251,2015,493,7.2,6.917,9439,2015,2,4,40,30,40,8,13280,239,439,2529
97842,2011,485,7.19,6.925,9417,2011,2,5,75,45,75,14,10979,337,564,2583
27225,2006,1856,6.36,6.179,9417,2006,1,8,15,15,15,7,18566,339,32,379
127060,2013,230,7.57,7.24,9403,2013,2,4,120,60,120,12,12173,310,530,2263
30869,2007,536,7.13,6.868,9359,2007,2,4,60,60,60,8,11232,313,389,1762
173090,2015,1071,6.71,6.502,9350,2015,1,5,20,20,20,8,15044,267,71,749
63628,2012,367,7.35,7.049,9350,2012,2,5,120,120,120,13,11874,398,523,2607
205398,2016,448,7.3,6.955,9278,2016,2,8,60,30,60,10,17240,259,179,2253
246784,2018,273,7.5,7.171,9236,2018,3,5,50,30,50,10,12850,180,523,3267
1465,1984,785,6.94,6.68,9231,1984,3,6,45,45,45,10,15460,315,43,421
33160,2009,326,7.4,7.091,9201,2009,3,5,90,90,90,12,7328,317,365,1686
175117,2015,740,6.97,6.709,9196,2015,2,6,30,30,30,8,12224,186,307,1989
172081,2015,270,7.51,7.173,9172,2015,1,4,90,45,90,12,14930,264,862,4945
177524,2016,911,6.82,6.59,9161,2016,2,4,30,30,30,6,15324,236,249,1601
171499,2015,589,7.09,6.819,9158,2015,2,4,45,45,45,8,11489,168,273,1538
25417,2006,401,7.36,7.007,9146,2006,2,2,60,60,60,10,10908,626,297,1645
91514,2011,771,6.94,6.688,9136,2011,2,5,15,5,15,5,15867,167,166,1126
2425,1931,21810,4.66,4.724,9126,1931,2,2,30,30,30,8,14465,231,10,133
47,1999,376,7.35,7.042,9091,1999,3,5,60,60,60,12,11309,193,779,3161
20963,2005,588,7.12,6.819,9065,2005,2,5,180,180,180,10,9656,350,343,1765
2381,1988,2389,6.22,6.031,9058,1988,2,6,30,30,30,12,17475,301,14,214
112,1995,885,6.85,6.611,9055,1995,2,6,45,45,45,14,11649,351,344,1709
179275,2016,709,7.03,6.729,9053,2016,1,2,45,30,45,14,18620,505,280,2728
159675,2014,66,8.08,7.655,9033,2014,1,2,120,60,120,13,13933,172,1074,5072
88,1999,584,7.11,6.822,9018,1999,2,4,60,60,60,12,12675,531,325,1527
232043,2017,467,7.24,6.937,8999,2017,2,4,25,25,25,8,18109,336,290,1972
184921,2017,310,7.46,7.117,8974,2017,2,4,60,40,60,12,13045,121,669,3580
163968,2015,468,7.22,6.937,8905,2015,2,4,60,60,60,14,12718,477,323,2110
891,1998,8602,5.68,5.576,8889,1998,4,16,60,60,60,13,16789,551,16,162
198928,2016,110,7.91,7.482,8878,2016,2,5,45,45,45,8,15505,195,467,2776
66362,2010,390,7.31,7.021,8876,2010,2,5,70,45,70,10,8156,216,605,2056
194879,2016,718,7.01,6.723,8858,2016,2,7,45,30,45,10,13417,295,214,1841
245654,2018,469,7.24,6.936,8846,2018,1,6,30,20,30,8,14624,156,317,2483
21348,2006,339,7.41,7.078,8844,2006,2,5,60,30,60,8,11190,162,445,1661
394,1998,1203,6.62,6.425,8837,1998,2,2,40,30,40,10,12518,413,208,1234
156336,2014,628,7.07,6.788,8835,2014,1,2,15,15,15,10,12260,293,252,2152
2398,1630,645,7.07,6.779,8774,1630,2,4,30,30,30,10,13423,58,14,289
27708,2007,226,7.62,7.251,8762,2007,2,2,120,90,120,12,10695,328,615,2453
172308,2015,520,7.18,6.889,8731,2015,2,5,75,30,75,10,14169,349,388,1806
5404,2003,405,7.31,7.002,8717,2003,3,5,90,90,90,12,9839,335,462,1653
59946,2010,824,6.98,6.657,8698,2010,1,5,60,60,60,12,15530,508,338,2109
327,1992,996,6.76,6.542,8696,1992,2,4,10,10,10,4,10921,159,196,852
246192,2018,330,7.43,7.088,8669,2018,2,4,50,40,50,14,12131,192,468,2628
372,1999,403,7.32,7.005,8668,1999,2,2,20,20,20,8,14011,183,231,1494
192153,2016,393,7.41,7.016,8640,2016,2,4,40,40,40,14,15829,213,310,2406
269207,2019,238,7.61,7.225,8638,2019,2,4,60,60,60,12,15330,175,461,3240
13823,2004,1052,6.72,6.513,8618,2004,2,5,30,30,30,10,12412,558,225,1399
27746,2007,498,7.22,6.914,8597,2007,3,5,90,60,90,10,9790,241,631,2311
15363,2005,500,7.22,6.911,8592,2005,2,4,90,90,90,12,10792,444,386,2080
140,1903,1758,6.39,6.206,8590,1903,3,8,90,30,90,7,15223,395,77,546
177639,2015,418,7.3,6.987,8586,2015,2,2,30,30,30,9,12805,274,574,3579
193037,2016,256,7.62,7.19,8535,2016,2,5,120,60,120,14,19096,418,348,2791
283155,2020,173,7.78,7.338,8485,2020,1,4,45,30,45,10,16378,131,480,3893
172242,2015,2707,6.23,5.967,8432,2015,2,5,20,10,20,18,23077,477,18,358
66589,2010,253,7.54,7.195,8408,2010,2,5,90,60,90,12,8197,143,621,2097
1258,1982,21784,5.14,5.114,8402,1982,2,6,45,45,45,8,18662,324,9,114
24181,2006,239,7.61,7.224,8396,2006,2,6,180,120,180,13,7316,203,496,1984
232832,2017,207,7.69,7.281,8391,2017,2,5,45,30,45,8,13226,93,504,3077
1234,1993,1777,6.4,6.202,8360,1993,2,6,30,30,30,8,16016,480,130,1095
195421,2017,165,7.77,7.349,8356,2017,2,4,120,90,120,13,17912,347,799,5615
10,1998,1123,6.7,6.476,8348,1998,2,6,60,60,60,10,10168,326,178,760
223321,2018,169,7.82,7.343,8316,2018,1,5,180,120,180,16,18238,452,376,3679
51,1999,724,7.01,6.72,8294,1999,1,99,30,30,30,10,8623,138,222,1179
16986,2003,1133,6.7,6.468,8251,2003,1,4,25,25,25,8,10694,210,160,845
163602,2015,706,7.04,6.73,8234,2015,1,4,120,60,120,14,12937,446,298,2399
2375,1982,3175,6.06,5.884,8218,1982,2,12,30,10,30,7,17315,361,17,260
82222,2014,141,7.88,7.394,8218,2014,3,5,180,60,180,12,12905,113,1098,4652
169124,2015,830,6.92,6.652,8212,2015,2,10,45,30,45,7,15077,538,436,2573
24068,2005,981,6.82,6.548,8177,2005,4,8,60,60,60,10,8784,169,299,1618
13308,2004,1525,6.48,6.284,8167,2004,3,5,45,30,45,8,9914,358,245,912
14105,2006,161,7.78,7.356,8161,2006,2,2,60,60,60,12,10696,284,606,2660
24508,2006,552,7.16,6.848,8075,2006,2,4,45,45,45,8,8083,173,555,2229
27173,2007,483,7.25,6.928,8074,2007,2,4,60,60,60,10,7803,153,508,1694
55690,2015,49,8.61,7.732,8065,2015,1,4,180,60,180,17,10751,56,756,6005
12002,2004,699,7,6.732,8058,2004,2,2,45,45,45,12,10014,341,364,1584
2987,2002,1388,6.57,6.339,8031,2002,3,5,90,60,90,8,10360,450,252,1277
30380,2007,583,7.14,6.823,8025,2007,2,5,120,75,120,10,8491,254,306,1226
264220,2019,79,8.27,7.591,8020,2019,1,4,120,60,120,14,16545,185,554,4836
232405,2018,250,7.63,7.199,8012,2018,2,6,90,60,90,14,13151,176,620,3872
175155,2015,114,7.97,7.471,8010,2015,2,4,180,120,180,14,12436,263,696,3303
72287,2010,862,6.89,6.625,7984,2010,2,2,15,15,15,14,13228,316,141,934
144344,2013,240,7.59,7.215,7976,2013,2,5,120,60,120,12,8526,115,664,2298
59294,2010,262,7.63,7.186,7937,2010,2,4,240,180,240,14,10314,310,413,2589
11170,2004,392,7.43,7.018,7929,2004,2,4,90,90,90,8,12520,562,209,957
21882,2006,680,7.04,6.752,7927,2006,2,4,50,30,50,14,8647,298,365,1700
121408,2012,547,7.15,6.852,7926,2012,2,4,45,45,45,12,10110,485,311,1494
161533,2017,60,8.2,7.679,7903,2017,1,4,120,60,120,12,12267,103,928,4528
131366,2012,1319,6.57,6.368,7895,2012,2,5,20,8,20,13,9598,351,180,1000
184267,2020,56,8.26,7.711,7875,2020,1,4,150,90,150,14,13758,105,769,5869
22345,2006,633,7.08,6.785,7856,2006,2,4,60,45,60,8,7586,263,286,1108
21523,2005,950,6.88,6.567,7855,2005,2,6,240,120,240,12,10325,481,174,959
2842,2001,1176,6.67,6.442,7839,2001,2,6,30,30,30,13,7730,134,219,722
105134,2011,398,7.41,7.011,7834,2011,3,5,60,60,60,13,13795,201,315,2658
138788,2013,2784,6.11,5.954,7831,2013,1,4,15,15,15,8,14866,756,48,599
36946,2008,2001,6.3,6.132,7825,2008,1,8,120,60,120,13,11130,625,157,1130
192135,2017,39,8.43,7.795,7823,2017,1,4,120,60,120,12,11721,53,1376,8121
7854,2003,202,7.7,7.287,7811,2003,2,2,60,30,60,9,10046,102,589,3059
915,1995,1421,6.54,6.325,7806,1995,3,6,90,60,90,8,9547,316,368,1633
162082,2014,421,7.31,6.977,7802,2014,2,4,90,60,90,14,9190,277,430,2111
7805,2003,1175,6.67,6.443,7799,2003,2,7,60,60,60,10,8477,249,241,1031
122298,2012,772,6.99,6.688,7787,2012,2,2,30,30,30,10,13528,316,345,1845
137297,2013,1056,6.74,6.51,7786,2013,2,6,30,30,30,8,9756,373,153,902
7717,2003,641,7.1,6.781,7760,2003,2,2,30,30,30,8,11595,260,325,1340
223040,2017,278,7.55,7.156,7736,2017,2,6,20,20,20,14,12668,88,425,2556
163068,2015,117,7.94,7.463,7727,2015,2,4,180,60,180,14,11628,159,642,3486
13004,2004,575,7.14,6.83,7724,2004,2,4,45,45,45,10,8784,199,407,1606
264055,2019,571,7.16,6.833,7685,2019,2,5,15,15,15,8,11919,81,332,1996
31730,2007,488,7.24,6.921,7681,2007,2,6,60,60,60,12,8489,326,348,1182
244228,2018,658,7.07,6.768,7681,2018,2,4,45,30,45,8,11155,219,288,2066
234487,2017,307,7.52,7.119,7679,2017,2,5,120,60,120,12,10480,211,452,2187
200147,2016,670,7.08,6.76,7663,2016,2,4,45,45,45,10,11934,250,276,2100
105551,2012,436,7.33,6.965,7643,2012,2,5,240,30,240,14,10222,286,761,3771
2952,1981,21766,5.23,5.208,7619,1981,2,24,90,90,90,12,10176,241,6,113
128671,2012,384,7.47,7.029,7614,2012,3,4,180,120,180,17,10299,260,194,1407
590,1954,7511,5.7,5.598,7610,1954,2,6,45,45,45,8,15828,522,19,198
826,2000,1151,6.69,6.453,7601,2000,2,5,45,45,45,8,8605,226,210,882
79828,2011,385,7.39,7.028,7597,2011,2,2,90,60,90,14,9044,293,676,2918
171273,2015,697,7.04,6.736,7587,2015,1,5,10,10,10,10,11440,295,258,1670
207830,2017,831,7,6.651,7574,2017,2,5,30,5,30,8,14215,251,147,1704
85256,2010,1137,6.71,6.465,7573,2010,2,8,15,15,15,8,13221,171,97,664
101721,2012,282,7.62,7.152,7553,2012,2,2,90,90,90,13,13232,781,270,2391
2083,1150,21800,4.89,4.957,7549,1150,2,2,30,30,30,6,9279,37,4,81
17329,2005,978,6.81,6.55,7544,2005,2,4,15,15,15,4,11877,153,218,1037
204027,2016,880,6.89,6.616,7524,2016,1,4,60,45,60,8,11383,259,330,2037
83195,2010,1169,6.71,6.447,7487,2010,2,8,20,20,20,8,11869,113,104,598
24310,2007,1541,6.56,6.278,7482,2007,2,4,45,45,45,13,12181,311,206,1389
2719,1974,21799,4.89,4.964,7453,1974,2,2,10,10,10,6,10074,109,9,104
46,1995,570,7.16,6.834,7450,1995,2,6,60,60,60,10,8082,254,379,1381
2389,1883,2864,6.11,5.938,7443,1883,2,2,30,30,30,8,11756,236,16,220
1293,1972,2420,6.21,6.024,7356,1972,1,8,10,10,10,8,11962,178,15,150
271896,2019,247,7.7,7.203,7302,2019,1,4,180,120,180,14,13714,130,524,3178
148951,2014,1383,6.58,6.34,7284,2014,2,5,45,30,45,13,17330,652,127,1102
97903,2013,934,6.85,6.579,7274,2013,2,4,45,45,45,8,11364,405,321,1565
475,2000,490,7.28,6.921,7255,2000,2,5,90,45,90,12,8824,308,367,1253
2281,1985,4861,5.83,5.712,7229,1985,3,16,90,90,90,12,12097,225,9,126
233398,2018,122,7.97,7.443,7216,2018,2,5,90,60,90,13,10037,114,495,2526
71,1980,354,7.5,7.064,7204,1980,2,7,360,360,360,12,10344,445,219,919
929,1995,1441,6.57,6.316,7194,1995,4,8,60,60,60,8,12072,314,65,441
22827,2007,494,7.34,6.917,7170,2007,2,6,240,180,240,12,8967,252,429,1992
227789,2017,279,7.57,7.154,7104,2017,2,4,90,60,90,12,9791,182,437,2087
55670,2009,370,7.42,7.047,7100,2009,2,4,100,50,100,12,6632,93,815,2340
105,1997,1059,6.77,6.509,7054,1997,2,5,60,40,60,8,8609,459,145,644
40793,2009,928,6.86,6.582,7035,2009,2,5,45,45,45,10,8520,200,359,1539
250458,2018,327,7.5,7.09,7028,2018,1,5,90,60,90,12,10110,182,411,2344
90419,2011,465,7.3,6.939,7010,2011,2,5,75,75,75,10,7870,236,488,1938
180593,2015,776,7.01,6.687,6996,2015,1,4,60,30,60,14,10292,201,361,2009
40628,2009,692,7.06,6.742,6983,2009,2,4,45,45,45,10,6619,104,477,1440
155695,2014,1728,6.45,6.216,6959,2014,2,6,30,15,30,14,10611,227,107,792
176229,2015,1238,6.63,6.403,6959,2015,2,2,20,15,20,8,10968,549,89,893
228341,2017,229,7.71,7.245,6913,2017,2,4,90,60,90,14,9518,143,551,2657
274364,2019,130,7.91,7.426,6904,2019,2,2,60,30,60,12,13090,134,476,3010
96913,2011,386,7.41,7.025,6902,2011,2,5,60,60,60,10,7862,281,370,1585
39938,2009,514,7.24,6.895,6893,2009,2,5,90,90,90,12,5759,208,540,2070
20437,2010,433,7.34,6.967,6865,2010,2,4,90,60,90,12,9095,134,723,2616
624,1997,1276,6.66,6.387,6865,1997,2,4,15,15,15,8,10015,345,139,965
143519,2013,532,7.27,6.876,6864,2013,2,4,60,60,60,13,7842,182,650,2806
1829,2001,1386,6.69,6.34,6860,2001,2,5,240,240,240,10,12087,638,91,524
110277,2012,683,7.07,6.75,6854,2012,2,4,30,30,30,12,9324,493,320,1947
165722,2014,257,7.64,7.19,6833,2014,2,2,10,10,10,8,9649,114,227,1587
54625,2009,350,7.53,7.066,6830,2009,2,2,60,60,60,12,9734,257,379,1549
159508,2014,506,7.27,6.903,6788,2014,2,4,100,100,100,12,10406,446,193,1193
36932,2009,346,7.51,7.07,6781,2009,2,2,45,45,45,14,9270,358,503,3148
2093,1850,814,7.03,6.665,6735,1850,3,4,120,120,120,8,9645,110,55,478
256960,2019,50,8.36,7.731,6732,2019,1,5,120,45,120,13,11929,77,770,3886
182631,2015,179,7.85,7.331,6716,2015,2,2,20,20,20,12,15440,148,99,768
526,1987,1733,6.45,6.216,6700,1987,2,2,30,30,30,7,10607,414,32,349
257,1996,2696,6.16,5.97,6683,1996,3,8,45,45,45,12,11149,368,98,739
1269,1967,21284,5.51,5.442,6676,1967,2,6,20,20,20,8,15476,169,6,113
182134,2016,308,7.59,7.119,6674,2016,2,6,60,60,60,12,11702,248,405,2601
134726,2013,578,7.25,6.828,6670,2013,2,2,45,45,45,12,17775,463,75,604
3201,2002,568,7.2,6.835,6653,2002,2,2,30,30,30,12,7983,289,209,872
125678,2012,839,7.04,6.641,6634,2012,2,5,45,45,45,15,10654,292,106,775
201921,2017,819,7.02,6.661,6537,2017,1,4,60,30,60,14,17016,390,205,1811
2392,1971,14740,5.57,5.519,6501,1971,2,2,20,20,20,8,10749,191,18,140
318977,2020,227,7.74,7.249,6462,2020,1,4,45,15,45,12,14654,125,518,3156
146278,2013,608,7.18,6.801,6446,2013,2,4,60,30,60,13,8281,309,274,1684
232219,2017,624,7.17,6.791,6415,2017,2,4,45,30,45,8,9552,199,285,1921
8051,2003,820,6.99,6.66,6405,2003,2,4,60,45,60,10,5924,232,235,977
140933,2013,1035,6.82,6.524,6362,2013,2,4,30,30,30,14,8411,257,203,1111
22141,2006,1062,6.8,6.506,6361,2006,3,5,60,60,60,10,7822,331,283,1109
65781,2010,434,7.35,6.966,6360,2010,2,4,90,90,90,13,5829,219,273,1222
56692,2007,836,6.97,6.645,6353,2007,2,6,45,45,45,12,9396,146,259,1365
66056,2010,887,6.97,6.609,6346,2010,2,2,120,45,120,10,14049,411,117,883
195539,2017,356,7.55,7.064,6344,2017,2,5,90,60,90,14,9714,297,218,1824
681,1991,1000,6.86,6.54,6335,1991,2,2,20,20,20,8,10013,278,96,776
58281,2009,550,7.25,6.848,6331,2009,2,4,60,30,60,9,5827,128,195,1569
166669,2014,357,7.49,7.063,6331,2014,2,4,60,45,60,10,9665,232,286,1364
262543,2019,408,7.44,6.998,6329,2019,2,12,45,30,45,14,11317,132,330,2543
29387,2007,3778,5.99,5.81,6309,2007,2,6,40,10,40,8,12989,441,28,282
251658,2018,399,7.45,7.011,6301,2018,1,4,20,15,20,8,14534,118,345,2252
268864,2019,200,7.85,7.293,6294,2019,2,2,60,45,60,14,13145,165,593,3274
217449,2017,912,6.9,6.59,6290,2017,1,4,20,20,20,8,8478,166,181,1124
257499,2018,300,7.77,7.133,6284,2018,1,6,180,120,180,14,12170,152,215,2348
2448,700,3819,5.94,5.804,6233,700,2,2,10,10,10,5,11957,127,12,209
2394,1500,21297,5.48,5.442,6231,1500,2,10,30,30,30,5,12265,95,5,85
192457,2016,651,7.18,6.774,6214,2016,2,4,120,60,120,10,10014,540,255,2026
30539,2007,2597,6.14,5.989,6205,2007,3,6,20,20,20,7,10680,254,136,834
109276,2014,199,7.82,7.297,6180,2014,2,4,120,90,120,12,8298,241,501,2074
170416,2016,684,7.15,6.75,6174,2016,1,5,75,75,75,10,12177,465,399,2842
242574,2018,623,7.19,6.792,6173,2018,2,4,45,30,45,8,12018,217,216,1496
269210,2019,374,7.49,7.043,6168,2019,1,4,30,30,30,10,11014,105,151,939
2407,1929,21817,4.52,4.654,6165,1929,2,4,30,30,30,6,10404,118,11,143
770,1992,2091,6.3,6.105,6164,1992,2,8,20,20,20,10,11299,526,74,539
38054,2008,829,6.97,6.652,6159,2008,2,5,60,45,60,10,6535,222,378,1612
15364,2005,606,7.17,6.802,6158,2005,3,5,75,75,75,12,7323,390,184,789
191977,2016,813,7,6.666,6155,2016,1,4,60,30,60,12,12478,528,127,846
222509,2018,254,7.79,7.194,6144,2018,1,4,90,60,90,14,10114,210,378,2366
203417,2016,676,7.11,6.755,6135,2016,1,6,150,45,150,12,10416,118,97,665
127024,2013,1200,6.73,6.427,6130,2013,1,6,30,30,30,13,7840,177,176,1206
175324,2017,1043,6.85,6.52,6123,2017,2,2,120,60,120,17,13167,641,238,2456
162007,2015,600,7.21,6.809,6121,2015,2,8,60,45,60,14,9098,261,272,1833
194880,2016,949,6.91,6.567,6118,2016,2,4,30,30,30,7,9223,154,218,1183
232918,2017,1080,6.94,6.498,6113,2017,1,4,180,120,180,14,13529,356,218,2179
66356,2011,803,7.13,6.672,6103,2011,1,5,60,60,60,12,12597,333,346,1777
39953,2008,1094,6.83,6.488,6089,2008,2,4,120,60,120,12,10318,822,74,483
50750,2011,564,7.23,6.838,6086,2011,2,5,120,120,120,12,7382,310,363,1475
102548,2011,1093,6.82,6.489,6084,2011,1,6,60,45,60,14,8461,254,199,1337
293014,2020,252,7.71,7.198,6051,2020,2,5,45,45,45,10,8436,54,525,2997
171233,2015,913,6.94,6.589,6048,2015,2,5,90,60,90,12,10513,367,183,1692
193042,2016,442,7.41,6.96,6048,2016,2,6,30,30,30,8,9050,143,492,2423
71836,2010,1280,6.65,6.384,6025,2010,1,2,15,15,15,8,8385,296,143,1128
143986,2013,1360,6.61,6.351,6024,2013,2,4,60,60,60,10,7823,359,190,1147
161614,2015,364,7.52,7.054,6007,2015,2,5,45,45,45,13,7026,120,553,2051
54138,2009,267,7.67,7.178,6002,2009,2,6,180,120,180,12,6858,131,554,1933
124172,2012,1572,6.54,6.269,5996,2012,2,8,40,20,40,8,11042,292,171,1364
1345,2001,779,7.06,6.685,5980,2001,2,5,120,60,120,12,7430,389,328,1114
137269,2013,732,7.07,6.715,5955,2013,2,5,75,75,75,12,7228,461,175,989
202408,2016,805,7.04,6.672,5906,2016,3,5,60,30,60,12,7775,315,208,1431
34585,2008,1814,6.41,6.192,5905,2008,2,4,30,30,30,10,7340,181,147,755
189932,2016,181,7.92,7.326,5901,2016,2,4,60,60,60,14,7686,74,453,2504
155624,2015,590,7.22,6.819,5900,2015,2,5,120,60,120,13,9148,343,361,2606
146439,2013,272,7.71,7.172,5900,2013,2,2,90,45,90,14,9552,287,390,2418
10093,2004,1431,6.7,6.321,5895,2004,2,5,240,240,240,12,7684,376,51,327
128271,2012,365,7.5,7.052,5878,2012,1,5,45,45,45,13,6504,105,778,2660
44163,2009,1008,6.85,6.537,5876,2009,2,5,60,60,60,12,6938,308,166,931
253344,2019,119,8.15,7.448,5867,2019,1,5,120,90,120,14,10888,57,452,2977
136991,2015,919,6.92,6.588,5858,2015,2,5,30,20,30,8,9173,196,117,833
91872,2011,689,7.24,6.743,5849,2011,1,5,60,60,60,12,12427,327,384,1922
213893,2017,598,7.22,6.811,5849,2017,2,4,80,40,80,13,8662,182,403,2329
12995,2004,1104,6.82,6.484,5846,2004,2,2,60,60,60,11,7727,486,173,1020
5716,2003,1231,6.68,6.406,5833,2003,2,2,30,30,30,8,6102,142,323,978
18833,2005,397,7.48,7.012,5825,2005,2,2,30,30,30,14,7216,190,314,1389
112686,2012,1805,6.51,6.195,5821,2012,2,6,30,30,30,15,10873,300,127,1010
