id,year,rank,average,bayes_average,users_rated,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,owned,trading,wanting,wishing
218376,2018,3432,7.57,5.851,405,2018,2,4,90,60,90,13,906,23,88,426
161138,2014,7229,6.12,5.605,405,2014,2,5,15,15,15,8,746,35,10,98
2936,2002,8497,5.92,5.577,404,2002,2,6,30,30,30,10,545,24,6,34
4910,1975,21718,4.55,5.306,404,1975,2,4,60,60,60,10,1069,44,0,13
72644,2001,4089,7,5.776,404,2001,1,1,30,30,30,6,826,14,2,24
285157,2019,2968,7.8,5.921,404,2019,1,5,45,45,45,14,1126,15,65,296
5425,1997,21194,5.25,5.449,404,1997,2,10,60,60,60,12,1065,71,6,20
6608,2003,7372,6.08,5.601,404,2003,2,4,90,90,90,12,1037,70,3,35
1679,1990,3464,7.39,5.847,404,1990,1,1,360,180,360,12,1355,32,176,441
250396,2018,2886,8.18,5.935,403,2018,1,4,120,90,120,14,1096,6,93,340
4454,1973,5564,6.55,5.668,403,1973,1,2,120,120,120,12,817,60,9,27
35801,2008,7411,6.13,5.6,403,2008,2,5,45,45,45,8,702,51,9,35
229427,2017,3229,7.62,5.876,403,2017,2,12,180,120,180,12,827,11,15,30
72482,2010,19275,5.48,5.49,403,2010,2,6,60,60,60,10,696,91,15,115
1508,1962,7311,6.12,5.603,403,1962,2,2,45,45,45,10,873,59,38,81
198832,2019,3818,7.39,5.804,403,2019,1,4,60,60,60,14,1232,49,61,426
258389,2018,5734,6.37,5.659,403,2018,1,4,90,90,90,12,829,62,33,294
2749,2001,18891,5.69,5.493,403,2001,2,4,240,240,240,12,906,96,10,53
20101,2005,4119,6.9,5.773,402,2005,3,4,120,120,120,12,473,21,143,287
140612,2013,6710,6.19,5.621,402,2013,1,4,40,40,40,15,1102,77,19,127
322709,2021,4477,6.92,5.742,402,2021,1,1,20,20,20,8,1257,21,8,57
61269,2002,6626,6.17,5.623,402,2002,2,6,40,40,40,10,631,46,2,11
661,1990,6302,6.23,5.635,402,1990,3,5,45,45,45,10,719,41,6,27
12157,1990,4069,6.97,5.778,402,1990,3,8,30,30,30,10,711,9,7,50
7976,2003,7304,6.1,5.603,402,2003,2,5,60,60,60,12,623,27,10,36
33196,2008,9758,5.84,5.558,402,2008,2,6,45,45,45,10,807,78,16,97
1919,1977,8878,6,5.571,402,1977,2,2,180,180,180,12,958,47,5,32
2903,1988,8974,5.96,5.569,402,1988,2,2,60,60,60,12,1343,136,7,50
20082,2005,6602,6.18,5.624,402,2005,2,4,40,20,40,8,532,18,33,107
1330,2001,18887,5.5,5.493,402,2001,2,4,20,20,20,7,569,48,7,27
170041,2014,6217,6.26,5.639,402,2014,2,8,20,10,20,6,786,16,5,36
22479,2006,6139,6.46,5.642,402,2006,2,0,60,60,60,12,773,50,23,48
220547,2017,6191,6.37,5.64,402,2017,3,8,20,10,20,6,1183,19,6,68
2350,1988,11453,5.85,5.54,402,1988,3,6,60,60,60,8,856,56,13,36
1146,1983,15870,5.68,5.513,401,1983,2,4,150,150,150,10,1150,115,15,55
816,1995,3825,7.09,5.804,401,1995,3,6,360,360,360,14,824,20,121,238
15369,2008,2651,8.25,5.978,401,2008,2,4,2400,90,2400,12,857,5,143,429
186475,2015,6152,6.31,5.641,401,2015,3,8,30,10,30,10,780,19,10,92
213882,2017,4088,7,5.776,401,2017,2,4,20,20,20,7,874,21,33,193
281515,2021,2624,8.83,5.984,401,2021,2,4,90,60,90,12,834,10,75,400
25623,2006,20941,5.31,5.461,401,2006,3,5,15,15,15,6,628,23,6,40
7320,1993,21716,4.48,5.308,400,1993,2,4,10,10,10,3,548,8,1,12
11096,2004,3597,7.18,5.83,400,2004,3,4,180,180,180,12,527,39,65,153
7239,2003,6764,6.22,5.619,400,2003,3,5,120,120,120,12,762,62,23,89
195296,2016,6117,6.41,5.643,400,2016,1,5,10,5,10,6,1413,66,7,71
150014,2014,6521,6.63,5.627,400,2014,2,4,25,25,25,14,1147,49,6,58
302469,2021,3327,7.84,5.864,400,2021,1,4,30,30,30,12,815,9,98,423
298586,2020,3301,7.47,5.867,399,2020,1,100,15,15,15,14,834,7,53,366
1799,2001,4780,6.83,5.718,399,2001,2,4,10,10,10,10,637,68,26,78
2947,1961,10754,5.79,5.547,399,1961,2,6,75,75,75,12,977,62,5,28
168700,2014,5819,6.32,5.655,399,2014,2,5,20,20,20,10,720,27,24,160
178940,2015,3757,7.12,5.813,399,2015,2,4,10,10,10,7,688,12,104,261
249675,2018,4065,7.4,5.779,399,2018,1,1,20,15,20,10,843,7,69,406
219430,2017,6089,6.3,5.644,399,2017,2,6,30,5,30,8,1288,24,16,109
165556,2014,4615,6.67,5.731,398,2014,2,4,40,40,40,10,689,40,42,145
218025,2018,4376,6.84,5.75,398,2018,1,4,20,20,20,10,994,39,28,139
36887,2009,4274,6.91,5.759,398,2009,2,2,180,180,180,13,940,41,63,190
254976,2018,4628,6.77,5.73,398,2018,2,4,45,30,45,8,793,26,31,187
130552,2010,3709,7.39,5.817,398,2010,2,2,360,180,360,12,708,11,5,17
158915,2015,5751,6.31,5.658,398,2015,2,4,15,15,15,10,1797,49,15,51
103235,2011,6717,6.14,5.62,398,2011,3,4,90,90,90,12,557,49,31,99
194298,2016,5870,6.59,5.653,398,2016,1,6,90,15,90,8,1172,56,24,165
228390,2017,5006,6.71,5.702,398,2017,2,5,60,45,60,8,699,26,57,245
31822,2007,9134,5.88,5.566,398,2007,3,5,30,20,30,10,764,64,7,41
270956,2019,3927,7.09,5.792,398,2019,2,5,40,40,40,10,724,23,73,390
24270,2006,7471,6.15,5.598,397,2006,2,5,60,60,60,10,891,85,20,171
104655,2012,8836,5.91,5.572,397,2012,2,4,20,15,20,13,942,73,14,67
5941,2003,6544,6.22,5.626,397,2003,3,6,45,45,45,10,968,100,24,82
6535,1992,21734,4.4,5.284,397,1992,2,4,20,20,20,3,670,8,1,23
13084,2000,4384,6.83,5.749,397,2000,1,6,30,30,30,0,346,4,14,54
4522,2002,5441,6.5,5.676,397,2002,2,6,30,20,30,4,660,15,36,111
3895,1990,4172,7,5.768,397,1990,2,8,120,120,120,10,705,32,28,82
255618,2018,12689,5.68,5.532,397,2018,3,6,5,1,5,13,845,33,8,71
272993,2019,4007,7.07,5.785,397,2019,2,4,30,20,30,10,1389,21,48,309
27380,2007,7620,6.01,5.595,396,2007,2,5,60,60,60,10,721,66,10,46
13375,2004,12503,5.71,5.533,396,2004,2,5,45,45,45,10,779,80,15,37
1877,2001,14473,5.62,5.521,396,2001,3,6,30,30,30,7,628,29,5,29
10559,2004,6826,6.13,5.617,396,2004,4,8,60,30,60,12,541,50,26,104
24568,2006,4085,6.94,5.776,396,2006,2,6,45,45,45,8,791,20,58,143
42929,2009,3688,7.23,5.82,396,2009,2,6,180,120,180,12,919,27,47,135
2680,1937,15905,5.65,5.513,396,1937,2,6,45,45,45,9,633,28,4,21
339906,2021,3675,7.33,5.822,396,2021,2,6,60,60,60,12,997,13,146,1032
183572,2016,3237,7.57,5.875,396,2016,2,2,60,60,60,14,1029,47,31,78
182770,2016,3416,7.43,5.854,395,2016,2,2,60,60,60,14,1076,54,15,59
31954,2009,3557,7.36,5.835,395,2009,2,2,240,240,240,0,1277,36,61,239
256509,2020,3739,7.24,5.814,395,2020,1,4,60,45,60,8,1030,20,62,356
40816,2010,6116,6.29,5.643,395,2010,2,2,60,60,60,12,1357,140,18,168
11416,2004,21729,4.45,5.289,395,2004,2,5,90,90,90,12,845,78,7,35
55835,2009,9276,5.85,5.565,395,2009,2,4,20,20,20,8,719,14,5,48
37612,2007,13991,5.69,5.523,395,2007,4,8,30,30,30,12,1045,64,2,10
2484,1954,21572,5.07,5.398,395,1954,2,6,30,30,30,9,1021,78,5,15
94902,2008,3292,7.65,5.869,395,2008,2,6,60,60,60,12,1974,29,4,53
24067,2006,21714,4.59,5.308,395,2006,2,6,60,60,60,8,1150,91,2,29
27826,2007,21448,5.12,5.425,394,2007,4,20,45,45,45,12,1089,49,2,28
710,1977,6942,6.2,5.614,394,1977,2,2,20,20,20,8,796,20,29,76
265784,2020,3461,7.64,5.848,394,2020,2,4,60,60,60,10,1495,30,120,606
257839,2018,4003,7.16,5.785,394,2018,1,1,30,30,30,14,1596,29,28,130
112991,2012,5796,6.47,5.655,394,2012,3,6,90,90,90,10,1428,38,8,74
282006,2019,5258,6.54,5.686,394,2019,1,5,90,90,90,16,732,26,21,135
231962,2016,3677,7.2,5.822,394,2016,3,7,45,45,45,10,799,6,9,43
2972,2002,17028,5.56,5.506,394,2002,3,8,45,45,45,12,786,70,32,103
170300,2015,5254,6.47,5.686,394,2015,1,4,60,60,60,10,797,55,30,155
242149,2019,4358,6.88,5.751,394,2019,2,4,40,20,40,8,959,39,36,189
209003,2019,2604,8.31,5.988,394,2019,2,2,120,60,120,12,1146,19,127,358
154633,2013,12164,5.89,5.535,394,2013,2,6,45,45,45,8,1211,15,1,11
5740,1968,4120,7.23,5.772,394,1968,1,2,120,120,120,11,693,31,21,41
1257,1998,6833,6.16,5.617,393,1998,2,4,60,30,60,10,822,31,14,28
5222,2000,5573,6.39,5.667,393,2000,1,4,45,45,45,10,516,27,34,86
257305,2021,4184,7.74,5.767,393,2021,2,5,120,90,120,12,920,23,53,282
261529,2018,5981,6.36,5.648,393,2018,2,5,90,30,90,10,766,44,44,308
280041,2019,7382,6.08,5.601,393,2019,2,4,30,20,30,14,511,23,17,130
151,1959,5002,6.56,5.702,393,1959,2,4,15,15,15,8,288,7,83,168
2978,1995,7771,6.06,5.592,393,1995,2,4,45,45,45,8,801,43,12,36
15047,2005,9563,5.92,5.56,393,2005,2,6,90,45,90,10,1096,53,4,24
299452,2020,2838,7.86,5.943,393,2020,2,4,40,20,40,10,1696,13,66,261
228580,2018,4562,6.85,5.735,393,2018,1,4,45,30,45,10,971,56,22,165
720,1992,5926,6.34,5.65,393,1992,2,5,180,90,180,12,447,19,61,122
460,1979,4800,6.7,5.716,392,1979,2,6,90,90,90,10,674,23,27,64
194062,2018,5253,6.64,5.686,392,2018,2,4,120,45,120,10,838,72,18,223
1806,2001,7183,6.1,5.606,392,2001,2,7,25,15,25,4,685,23,24,66
31612,2007,7847,6.03,5.591,392,2007,2,5,45,30,45,8,642,49,11,44
298281,2020,3266,7.49,5.872,392,2020,1,4,180,90,180,10,983,11,32,217
254188,2018,4756,6.78,5.719,392,2018,3,8,35,20,35,8,869,18,11,115
172362,2015,5386,6.48,5.679,392,2015,2,4,30,30,30,12,969,62,29,163
173649,2015,4824,6.6,5.714,392,2015,2,5,60,30,60,10,623,48,28,134
85243,2010,10693,5.8,5.547,392,2010,2,5,45,30,45,8,682,38,9,52
127920,2012,5429,6.59,5.676,392,2012,2,6,45,45,45,10,802,36,21,125
236301,2019,4043,7.28,5.781,392,2019,1,4,120,30,120,14,1143,33,55,358
244946,2019,3687,7.38,5.82,392,2019,1,4,120,45,120,13,797,23,86,316
33159,2008,8143,5.97,5.585,391,2008,2,5,40,40,40,12,760,94,10,46
284082,2019,7089,6.1,5.609,391,2019,1,4,75,75,75,12,1424,67,56,259
4204,1995,3192,7.75,5.882,391,1995,2,2,360,360,360,16,1073,39,26,98
129122,2013,2782,8.02,5.955,391,2013,2,2,90,90,90,8,1336,70,61,249
262341,2016,3708,7.26,5.817,391,2016,2,16,97,42,97,14,896,4,2,55
5711,2002,5672,6.38,5.662,391,2002,2,4,20,20,20,12,712,31,38,74
208411,2017,7164,6.11,5.607,391,2017,2,5,20,15,20,8,989,60,9,59
24082,2006,6827,6.12,5.617,391,2006,2,2,15,15,15,10,970,69,12,57
191624,2016,21188,5.32,5.449,391,2016,2,6,30,15,30,8,970,98,11,101
5297,1975,4663,6.79,5.727,390,1975,2,2,180,180,180,12,1098,27,33,91
108157,2011,6852,6.14,5.616,390,2011,3,7,30,30,30,8,557,14,11,51
206757,2021,3290,7.81,5.869,390,2021,1,4,120,45,120,14,715,8,88,537
4318,2002,6549,6.18,5.626,390,2002,2,4,90,90,90,10,752,55,39,74
10527,1985,5121,6.63,5.693,390,1985,2,2,15,15,15,8,425,10,42,164
5684,2001,3111,7.57,5.895,390,2001,2,6,300,300,300,14,429,0,79,148
329450,2021,4054,7.09,5.78,390,2021,2,5,60,40,60,10,1090,25,70,492
27739,2010,3291,7.5,5.869,390,2010,2,2,180,180,180,12,810,49,59,233
24491,2008,7714,6.08,5.593,390,2008,3,5,180,180,180,8,647,94,42,249
4991,2001,7450,6.05,5.599,390,2001,4,10,30,30,30,7,639,26,6,31
9108,2003,7913,6.03,5.589,390,2003,3,5,90,90,90,10,1001,68,12,85
3845,1988,21596,4.96,5.388,390,1988,2,4,10,10,10,4,1028,26,2,18
277080,2021,3660,7.74,5.823,389,2021,1,4,160,80,160,13,683,10,33,334
27800,2007,19978,5.42,5.482,389,2007,2,6,60,60,60,10,809,81,10,54
1579,1990,8517,5.93,5.577,389,1990,2,16,45,45,45,10,706,43,28,51
191071,2016,4825,6.69,5.714,389,2016,3,6,30,30,30,8,716,6,15,66
4789,1991,16510,5.61,5.509,389,1991,2,6,90,90,90,16,845,36,1,10
38430,2008,5179,6.55,5.691,389,2008,2,4,90,30,90,10,475,44,89,254
161297,2016,4232,7.05,5.762,389,2016,2,4,120,40,120,10,789,48,42,217
144743,2014,3905,7.5,5.795,389,2014,1,4,150,150,150,13,1103,33,46,427
14134,2004,19748,5.48,5.485,389,2004,2,4,30,30,30,10,842,83,4,32
183308,2016,2762,8.01,5.959,389,2016,3,7,300,300,300,12,1318,36,63,233
340041,2021,3087,7.69,5.9,388,2021,2,4,0,15,0,8,1209,10,90,707
1702,1993,5993,6.31,5.648,388,1993,2,4,20,20,20,6,557,22,62,124
196305,2016,3826,7.17,5.803,388,2016,2,4,45,30,45,10,1114,55,25,88
202819,2018,3923,7.39,5.793,388,2018,1,4,45,45,45,10,626,32,49,309
109,1994,7339,6.08,5.602,388,1994,3,4,45,45,45,10,737,58,19,32
17166,2005,19124,5.57,5.491,388,2005,2,6,30,30,30,8,749,97,19,29
178550,2016,3396,7.92,5.855,387,2016,2,8,90,90,90,14,614,5,206,982
828,1982,6066,6.38,5.645,387,1982,1,6,240,120,240,12,930,48,63,176
220628,2017,5000,6.72,5.703,387,2017,2,4,60,30,60,10,641,15,8,163
62709,2009,11599,5.74,5.539,387,2009,3,99,90,15,90,12,1096,47,0,19
156840,2014,3864,7.13,5.8,387,2014,2,4,120,120,120,14,742,53,79,334
161681,2015,5036,6.82,5.7,387,2015,2,5,45,30,45,8,735,48,22,113
257001,2020,4660,6.92,5.728,387,2020,2,5,90,60,90,14,1479,33,22,192
1210,1998,13803,5.67,5.524,387,1998,2,6,180,180,180,12,755,67,24,79
3613,1987,5032,6.78,5.7,386,1987,1,6,240,60,240,12,998,59,13,47
282418,2019,3340,7.61,5.862,386,2019,2,5,90,45,90,8,1061,36,58,332
1387,1979,10426,5.83,5.55,386,1979,2,4,60,60,60,12,642,30,24,65
72848,2012,8989,5.91,5.569,386,2012,4,8,45,45,45,13,785,48,9,79
38387,2008,5800,6.35,5.655,386,2008,2,2,15,15,15,8,489,12,51,112
318472,2020,2336,8.63,6.042,386,2020,2,2,120,45,120,12,1148,5,29,152
335275,2021,3758,7.3,5.812,386,2021,2,5,30,15,30,14,985,26,35,373
153728,2017,2964,7.92,5.921,386,2017,2,2,180,180,180,13,1086,31,106,495
12545,2004,21566,5.01,5.401,385,2004,2,6,60,60,60,9,955,29,3,30
3413,1998,3893,7.14,5.796,385,1998,2,2,180,180,180,12,1121,50,20,72
193213,2016,5462,6.48,5.674,385,2016,3,8,25,25,25,10,720,38,60,359
126613,2012,4801,6.7,5.716,385,2012,2,12,120,120,120,12,716,20,14,20
264476,2018,2896,8.61,5.934,385,2018,1,4,120,60,120,12,997,4,43,398
292031,2019,4249,7.1,5.76,385,2019,2,2,60,20,60,10,2290,85,18,71
173074,2015,10078,5.87,5.554,385,2015,1,5,20,20,20,7,1105,36,17,108
14736,1997,21078,5.34,5.455,385,1997,2,6,20,20,20,18,804,54,15,49
17526,2005,5921,6.36,5.65,385,2005,2,4,30,30,30,15,818,80,49,84
209166,2016,5222,6.54,5.688,385,2016,2,4,75,75,75,10,847,48,22,159
150580,2013,6267,6.36,5.637,384,2013,2,4,60,30,60,8,401,13,11,51
1435,1972,20194,5.43,5.479,384,1972,2,4,90,90,90,10,962,95,11,47
5086,1989,15514,5.67,5.515,384,1989,2,4,60,60,60,9,1033,42,10,59
174805,2018,3749,7.38,5.814,384,2018,1,4,120,30,120,14,1044,53,63,338
19358,2005,3986,7.06,5.787,384,2005,2,4,90,45,90,14,742,44,24,132
214988,2018,3058,7.66,5.905,384,2018,2,4,120,90,120,12,1033,18,78,222
35035,2008,3511,7.59,5.842,384,2008,2,2,90,90,90,0,862,33,37,138
191986,2016,5156,6.6,5.691,384,2016,2,5,90,60,90,10,552,26,23,153
245136,2018,4592,6.81,5.732,384,2018,2,6,30,30,30,10,667,4,5,28
41019,2009,10460,5.79,5.549,383,2009,3,6,60,60,60,9,544,42,13,62
15046,2005,21104,5.44,5.454,383,2005,2,8,120,60,120,8,983,32,9,25
276779,2020,4498,6.83,5.74,383,2020,1,2,30,10,30,10,1430,46,18,188
46422,2009,5950,6.37,5.649,383,2009,3,5,60,60,60,12,692,63,11,82
276090,2020,3439,7.68,5.85,383,2020,2,5,120,90,120,14,1192,18,45,303
67600,2014,2795,8.22,5.952,383,2014,1,1,420,120,420,0,1541,23,108,393
28805,2005,3935,7.3,5.792,383,2005,2,2,30,30,30,12,673,14,19,69
289550,2021,3916,7.13,5.794,383,2021,2,4,60,30,60,14,901,31,85,372
1202,1978,5930,6.48,5.65,382,1978,1,4,60,60,60,10,751,39,70,159
2004,1998,21749,4.29,5.256,382,1998,2,6,90,90,90,7,828,55,4,21
103877,2011,5414,6.46,5.678,382,2011,2,4,45,30,45,8,635,28,23,83
261145,2018,3137,7.72,5.89,382,2018,1,5,120,90,120,13,708,24,33,140
154602,2014,17532,5.54,5.503,382,2014,3,5,20,20,20,7,894,56,5,95
258041,2018,4296,6.9,5.756,382,2018,1,4,40,40,40,10,417,9,94,343
250,1994,5221,6.62,5.688,382,1994,2,7,360,360,360,12,695,34,26,70
256839,2018,3181,8.02,5.883,382,2018,2,4,120,30,120,12,672,7,17,106
274,1994,6333,6.25,5.634,382,1994,3,6,60,60,60,10,837,59,31,78
40871,2009,19466,5.57,5.488,382,2009,2,4,45,45,45,12,819,79,7,44
6923,1986,4610,6.81,5.731,382,1986,2,6,90,90,90,12,1026,34,9,22
17997,1998,4594,6.73,5.732,382,1998,2,8,30,30,30,10,849,7,3,19
426,1981,5248,6.57,5.686,381,1981,2,2,120,120,120,12,937,40,19,34
36783,2008,21550,4.98,5.404,381,2008,2,2,15,15,15,14,731,38,5,20
34375,2008,6659,6.22,5.622,381,2008,2,4,15,15,15,8,895,26,13,43
262388,2018,5923,6.34,5.65,381,2018,2,4,15,15,15,8,779,22,15,55
171542,2015,9351,5.85,5.563,381,2015,2,4,30,30,30,8,618,23,9,79
193328,2015,15852,5.66,5.513,381,2015,3,12,30,30,30,16,809,5,2,21
66126,2009,4220,6.93,5.764,381,2009,2,4,30,30,30,10,1030,39,35,117
3577,1976,3614,7.47,5.828,381,1976,2,6,4200,420,4200,12,1005,34,32,97
3749,2000,9730,5.83,5.558,380,2000,2,2,20,20,20,12,566,32,51,94
218395,2018,4667,7.68,5.727,380,2018,1,4,60,20,60,14,1295,62,44,353
147240,2012,6052,6.61,5.645,380,2012,3,4,90,60,90,10,1099,49,1,36
278824,2019,6008,6.61,5.647,380,2019,1,4,15,10,15,8,749,16,12,120
983,1980,12112,5.76,5.535,380,1980,1,2,10,10,10,5,1056,30,2,14
313,1994,4006,7.11,5.785,380,1994,2,6,90,90,90,10,295,2,93,186
2265,1997,9000,5.92,5.569,380,1997,2,4,30,30,30,10,895,69,6,33
118385,2012,4668,6.8,5.727,380,2012,2,2,30,30,30,13,1075,47,34,106
2212,2001,8230,5.94,5.583,380,2001,3,4,20,20,20,10,644,71,6,24
1867,1990,21193,5.32,5.449,380,1990,2,4,60,60,60,8,813,28,20,65
121993,2012,6115,6.28,5.643,380,2012,2,4,40,30,40,8,676,34,8,30
10520,2004,8270,5.97,5.582,380,2004,2,2,30,30,30,12,519,46,7,44
288775,2020,5137,6.66,5.693,380,2020,1,2,20,15,20,8,859,19,56,353
34583,2008,20891,5.29,5.463,379,2008,2,4,30,30,30,0,1014,67,6,36
188164,2017,3198,8.09,5.881,379,2017,1,1,120,30,120,12,1291,30,97,394
7742,2000,4250,7.09,5.76,379,2000,2,2,120,120,120,10,576,19,11,25
137406,2013,5832,6.4,5.654,379,2013,2,5,60,60,60,8,1058,61,17,105
269069,2019,5202,6.53,5.689,379,2019,2,6,15,15,15,6,691,13,21,101
210663,2017,5313,6.52,5.682,379,2017,1,4,50,30,50,8,564,24,20,198
224907,2017,6262,6.34,5.637,379,2017,3,6,30,10,30,8,928,26,18,124
3855,1998,4316,7.11,5.755,379,1998,2,2,180,180,180,12,836,34,23,78
17923,2001,4416,6.85,5.746,379,2001,2,8,30,30,30,10,749,12,6,22
129294,2019,3182,7.78,5.883,378,2019,1,6,115,115,115,12,653,16,129,426
275974,2020,3193,7.68,5.882,378,2020,2,5,120,60,120,14,863,12,42,235
244144,2018,4103,7.24,5.774,378,2018,3,4,90,90,90,12,1172,25,21,169
137669,2013,19823,5.47,5.484,378,2013,2,4,120,60,120,14,1749,167,27,209
499,1999,5735,6.36,5.659,378,1999,1,8,30,30,30,6,428,20,67,160
2537,2001,18951,5.5,5.493,378,2001,3,6,60,60,60,12,734,63,13,34
83068,2011,7676,6.05,5.594,378,2011,2,2,45,15,45,13,807,97,21,102
242740,2018,4604,6.81,5.731,378,2018,2,4,25,15,25,5,885,25,62,325
183420,2016,5251,6.58,5.686,378,2016,2,4,10,5,10,10,618,24,33,170
21854,2006,7007,6.14,5.612,377,2006,2,5,20,20,20,6,476,17,57,148
298477,2020,16897,5.6,5.507,377,2020,2,4,20,10,20,14,632,20,19,158
73365,2010,7527,6.09,5.597,377,2010,3,8,30,30,30,7,456,6,8,46
296512,2020,4305,6.91,5.756,377,2020,2,5,10,8,10,10,992,19,18,116
160903,2017,3424,8.04,5.852,377,2017,1,1,90,45,90,12,1267,24,116,450
278554,2019,3584,7.36,5.831,377,2019,2,4,60,30,60,8,1123,14,42,234
1591,1970,6840,6.23,5.617,377,1970,2,4,60,60,60,10,1200,79,16,73
128412,2012,4817,6.67,5.715,377,2012,1,7,60,60,60,12,1150,24,18,61
28302,550,5673,6.44,5.662,377,550,2,2,20,20,20,10,600,5,3,41
241225,2018,3388,7.57,5.856,377,2018,2,2,45,45,45,14,2018,27,86,316
215616,2017,3399,7.58,5.855,377,2017,1,4,60,30,60,13,860,17,23,117
125854,2013,9568,5.84,5.56,377,2013,2,4,45,45,45,10,836,102,20,129
164702,2019,3037,8.03,5.909,376,2019,3,4,120,90,120,14,657,14,49,284
303551,2020,2585,8.36,5.991,376,2020,2,2,120,60,120,12,1055,22,74,536
2063,1989,5389,6.68,5.679,376,1989,2,6,90,90,90,10,711,20,33,77
23348,2006,6099,6.32,5.644,376,2006,2,2,20,20,20,8,653,45,28,94
56342,2010,9901,5.89,5.556,376,2010,2,5,60,45,60,12,1174,75,10,59
147624,2013,6088,6.37,5.644,376,2013,2,5,90,90,90,10,804,45,33,183
1525,1994,6271,6.28,5.637,376,1994,2,2,60,60,60,12,737,65,17,43
263,1997,7075,6.11,5.609,376,1997,2,4,45,45,45,12,723,35,9,23
8944,1972,11119,5.86,5.543,376,1972,1,10,45,45,45,8,800,15,4,17
541,1995,3379,7.46,5.858,376,1995,2,12,120,120,120,10,490,24,85,168
125493,2013,7159,6.26,5.607,376,2013,3,6,20,20,20,21,1192,68,8,61
141653,2013,4744,6.69,5.72,376,2013,2,21,45,45,45,10,862,74,30,116
161527,2014,3885,7.26,5.797,376,2014,3,4,75,75,75,10,1031,18,50,181
294230,2019,3362,7.46,5.859,376,2019,2,4,30,30,30,10,858,23,127,474
260298,2018,6247,6.27,5.637,375,2018,2,4,20,20,20,10,679,15,30,146
35669,2009,3588,7.39,5.831,375,2009,2,2,300,300,300,0,1080,19,54,171
135215,2012,5706,6.59,5.66,375,2012,2,8,30,30,30,12,816,30,3,47
254888,2020,3546,7.35,5.837,375,2020,1,4,150,100,150,14,795,24,152,747
34829,2008,6746,6.2,5.62,375,2008,2,4,35,35,35,8,685,68,21,84
125148,2014,15389,5.58,5.515,375,2014,2,4,45,45,45,18,648,51,26,116
258466,2018,5927,6.33,5.65,375,2018,2,4,60,60,60,10,611,43,19,127
66198,2010,21096,5.31,5.454,375,2010,2,6,30,30,30,8,1297,58,1,19
338760,2021,3000,7.78,5.915,374,2021,2,4,120,120,120,12,825,6,145,784
230430,2017,5610,6.43,5.665,374,2017,1,6,60,60,60,0,508,8,101,195
21150,2004,19184,5.44,5.491,374,2004,3,4,45,45,45,10,590,59,9,33
127282,2012,5301,6.62,5.683,374,2012,2,5,100,100,100,13,548,53,27,114
182626,2017,4812,6.92,5.715,374,2017,3,5,120,60,120,13,1036,18,48,277
177515,2018,3747,7.28,5.814,374,2018,1,4,120,45,120,14,966,60,139,418
66076,2010,6164,6.36,5.641,374,2010,3,4,75,75,75,10,1049,90,16,99
172596,2015,8231,5.98,5.583,374,2015,3,8,20,20,20,8,787,39,8,68
1701,2001,13105,5.66,5.529,373,2001,2,2,20,20,20,10,744,60,10,25
30804,2007,3254,7.77,5.874,373,2007,2,6,120,30,120,12,767,5,28,193
24318,2005,19610,5.54,5.487,373,2005,2,10,30,30,30,7,906,13,4,13
155460,2014,4648,6.95,5.728,373,2014,2,5,45,45,45,15,1000,39,19,74
177844,2017,10428,6.08,5.55,373,2017,1,6,60,30,60,8,1034,84,9,58
161383,2015,6670,6.21,5.622,373,2015,2,6,20,20,20,12,1603,31,18,108
2139,1996,19102,5.59,5.492,373,1996,2,2,60,60,60,10,836,95,28,25
2077,1983,3743,7.35,5.814,373,1983,2,2,360,360,360,12,1173,35,35,99
175592,2015,14931,5.7,5.518,373,2015,1,6,90,90,90,13,1197,85,15,150
147614,2013,4442,6.88,5.745,373,2013,4,7,30,30,30,12,587,7,3,50
218314,2017,7403,6.1,5.601,373,2017,2,8,15,15,15,14,700,22,12,65
302280,2020,4204,7.04,5.765,373,2020,1,5,20,20,20,8,966,12,41,316
67,1974,6006,6.36,5.647,373,1974,2,4,120,120,120,10,848,69,24,65
186279,2013,3324,7.53,5.864,372,2013,2,99,30,30,30,6,726,4,11,63
3947,2002,13747,5.7,5.525,372,2002,2,6,20,20,20,12,807,48,13,51
3133,2002,7606,6.05,5.596,372,2002,3,7,45,45,45,10,770,35,14,47
14039,2004,6154,6.29,5.641,372,2004,2,4,20,20,20,6,482,17,12,38
188076,2015,3074,7.76,5.901,372,2015,2,4,45,45,45,8,711,15,150,389
224125,2017,5194,6.64,5.69,372,2017,2,2,30,15,30,14,1282,55,23,133
164031,2015,5563,6.57,5.668,372,2015,3,6,90,60,90,12,1494,26,18,122
214989,2018,5503,6.56,5.672,372,2018,1,4,75,45,75,14,1004,66,13,124
147707,2013,4223,6.95,5.763,371,2013,2,8,30,30,30,12,569,33,91,284
341530,2021,3567,7.39,5.833,371,2021,1,6,20,20,20,8,916,8,79,372
3563,2001,5598,6.52,5.666,371,2001,2,2,90,90,90,12,722,37,16,46
121015,2012,8920,5.89,5.57,371,2012,2,4,30,15,30,8,333,5,8,53
4376,1996,21428,5.15,5.427,371,1996,2,6,30,30,30,7,1069,44,1,12
38858,2009,6993,6.16,5.612,371,2009,2,5,45,45,45,8,580,57,8,43
